,FILIERE,OUTPUT,CONFIDENCE,INSERTIONSATISFACTION,RELATEDTOFIELD,CONDITIONS,SALAIRE
462,0.0,12.203,2.0,2.0,2.0,3.0,2.0
463,1.0,11.387,4.0,4.0,2.0,1.0,2.0
464,1.0,8.672,1.0,2.0,1.0,2.0,2.0
465,2.0,12.783,4.0,2.0,1.0,1.0,1.0
466,1.0,12.656,2.0,1.0,2.0,3.0,1.0
467,0.0,12.179,1.0,2.0,1.0,4.0,3.0
468,0.0,13.924,1.0,2.0,2.0,2.0,3.0
469,2.0,12.738,1.0,2.0,2.0,2.0,2.0
470,1.0,12.166,2.0,1.0,2.0,2.0,2.0
471,0.0,13.237,2.0,2.0,2.0,1.0,5.0
472,2.0,12.934,2.0,1.0,2.0,2.0,3.0
473,2.0,10.057,2.0,2.0,3.0,2.0,1.0
474,0.0,13.589,2.0,1.0,2.0,1.0,3.0
475,0.0,11.903,2.0,2.0,3.0,1.0,2.0
476,2.0,8.416,5.0,2.0,1.0,4.0,2.0
477,2.0,12.102,3.0,2.0,2.0,3.0,2.0
478,1.0,12.375,2.0,1.0,2.0,1.0,1.0
479,0.0,13.302,2.0,2.0,2.0,3.0,2.0
480,2.0,11.444,2.0,4.0,1.0,2.0,2.0
481,2.0,10.338,2.0,2.0,3.0,2.0,1.0
482,2.0,12.4,2.0,2.0,2.0,3.0,3.0
483,0.0,13.674,4.0,2.0,2.0,1.0,2.0
484,1.0,12.72,2.0,5.0,2.0,2.0,1.0
485,1.0,13.054,2.0,2.0,2.0,5.0,2.0
486,0.0,13.721,2.0,2.0,2.0,2.0,1.0
487,0.0,13.403,1.0,2.0,1.0,2.0,2.0
488,1.0,13.048,1.0,1.0,1.0,2.0,1.0
489,2.0,13.949,2.0,2.0,2.0,1.0,2.0
490,2.0,10.487,2.0,2.0,3.0,2.0,1.0
491,1.0,13.376,1.0,1.0,2.0,2.0,2.0
492,1.0,15.432,2.0,1.0,3.0,4.0,2.0
493,0.0,13.287,2.0,2.0,2.0,1.0,5.0
494,0.0,12.455,1.0,2.0,5.0,1.0,2.0
495,0.0,11.424,1.0,3.0,1.0,1.0,2.0
496,0.0,13.597,2.0,2.0,2.0,1.0,1.0
497,0.0,13.137,2.0,2.0,2.0,1.0,1.0
498,1.0,12.903,2.0,2.0,2.0,1.0,1.0
499,2.0,10.446,2.0,2.0,3.0,2.0,1.0
500,0.0,12.845,2.0,1.0,2.0,1.0,2.0
501,2.0,12.472,2.0,2.0,2.0,4.0,3.0
502,2.0,11.871,2.0,2.0,2.0,2.0,2.0
503,2.0,12.578,4.0,2.0,1.0,1.0,1.0
504,1.0,12.128,2.0,1.0,2.0,1.0,2.0
505,1.0,14.444,2.0,2.0,3.0,1.0,1.0
506,2.0,11.902,1.0,2.0,2.0,2.0,2.0
507,1.0,11.476,1.0,1.0,1.0,2.0,3.0
508,1.0,14.543,2.0,2.0,2.0,3.0,2.0
509,1.0,13.596,5.0,1.0,5.0,1.0,4.0
510,0.0,13.94,2.0,2.0,2.0,2.0,1.0
511,1.0,13.415,5.0,1.0,5.0,1.0,3.0
512,1.0,14.787,2.0,2.0,2.0,3.0,2.0
513,1.0,11.367,1.0,2.0,2.0,2.0,2.0
514,1.0,12.025,1.0,2.0,5.0,1.0,2.0
515,2.0,11.697,2.0,1.0,2.0,3.0,2.0
516,2.0,13.926,2.0,2.0,2.0,1.0,2.0
517,2.0,11.65,4.0,3.0,2.0,1.0,2.0
518,0.0,14.898,1.0,2.0,2.0,2.0,5.0
519,1.0,11.582,1.0,1.0,2.0,2.0,3.0
520,2.0,13.121,2.0,1.0,1.0,1.0,1.0
521,1.0,11.132,1.0,1.0,2.0,1.0,2.0
522,1.0,11.596,2.0,2.0,2.0,1.0,2.0
523,0.0,13.573,2.0,2.0,2.0,2.0,1.0
524,0.0,12.185,2.0,1.0,2.0,1.0,2.0
525,0.0,12.747,2.0,2.0,2.0,1.0,5.0
526,0.0,13.271,2.0,3.0,1.0,2.0,3.0
527,2.0,11.544,4.0,3.0,2.0,1.0,2.0
528,2.0,12.667,4.0,5.0,4.0,4.0,4.0
529,0.0,13.945,2.0,2.0,2.0,3.0,2.0
530,2.0,12.24,1.0,2.0,3.0,3.0,1.0
531,0.0,13.555,2.0,2.0,1.0,1.0,2.0
532,0.0,14.105,2.0,2.0,2.0,2.0,1.0
533,1.0,12.449,1.0,1.0,2.0,2.0,2.0
534,2.0,11.694,2.0,1.0,2.0,1.0,2.0
535,0.0,14.105,2.0,2.0,2.0,2.0,1.0
536,0.0,12.778,2.0,2.0,2.0,2.0,2.0
537,1.0,13.377,5.0,1.0,5.0,1.0,2.0
538,0.0,12.736,1.0,2.0,2.0,2.0,3.0
539,1.0,10.812,4.0,3.0,1.0,1.0,2.0
540,2.0,11.928,3.0,2.0,2.0,3.0,2.0
541,0.0,13.474,2.0,2.0,3.0,2.0,2.0
542,0.0,13.232,1.0,2.0,2.0,1.0,5.0
543,0.0,13.45,2.0,2.0,2.0,1.0,1.0
544,2.0,12.433,2.0,1.0,2.0,4.0,3.0
545,2.0,11.795,1.0,3.0,4.0,1.0,1.0
546,1.0,11.867,1.0,1.0,1.0,3.0,1.0
547,2.0,10.15,2.0,2.0,2.0,2.0,1.0
548,2.0,12.275,2.0,1.0,2.0,3.0,3.0
549,0.0,13.5,2.0,2.0,2.0,1.0,1.0
550,2.0,8.47,2.0,2.0,4.0,2.0,2.0
551,2.0,14.311,3.0,2.0,1.0,2.0,1.0
552,1.0,12.146,2.0,1.0,2.0,2.0,2.0
553,1.0,12.638,2.0,2.0,2.0,2.0,1.0
554,0.0,11.723,2.0,2.0,1.0,1.0,2.0
555,0.0,12.806,1.0,1.0,2.0,2.0,1.0
556,0.0,13.007,3.0,1.0,3.0,1.0,1.0
557,2.0,12.559,1.0,2.0,2.0,1.0,2.0
558,1.0,15.195,2.0,2.0,2.0,3.0,2.0
559,1.0,13.442,1.0,2.0,2.0,5.0,2.0
560,1.0,13.688,2.0,1.0,2.0,2.0,1.0
561,2.0,11.485,2.0,1.0,1.0,3.0,2.0
562,2.0,13.93,2.0,2.0,2.0,1.0,2.0
563,1.0,11.911,1.0,1.0,2.0,2.0,3.0
564,1.0,13.712,1.0,1.0,2.0,2.0,1.0
565,1.0,11.147,1.0,1.0,2.0,1.0,2.0
566,0.0,13.231,2.0,2.0,2.0,1.0,1.0
567,2.0,11.123,2.0,1.0,2.0,3.0,2.0
568,2.0,10.147,2.0,2.0,2.0,2.0,1.0
569,2.0,11.967,3.0,2.0,2.0,3.0,3.0
570,0.0,12.282,1.0,2.0,1.0,4.0,3.0
571,1.0,12.403,2.0,1.0,2.0,2.0,5.0
572,2.0,12.91,1.0,4.0,3.0,1.0,2.0
573,0.0,13.163,2.0,3.0,1.0,3.0,2.0
574,0.0,13.204,2.0,3.0,2.0,2.0,2.0
575,0.0,12.361,1.0,1.0,5.0,3.0,4.0
576,2.0,12.315,2.0,5.0,2.0,2.0,1.0
577,0.0,12.867,2.0,1.0,1.0,2.0,1.0
578,0.0,12.563,1.0,3.0,3.0,2.0,4.0
579,0.0,13.076,2.0,2.0,1.0,1.0,3.0
580,1.0,13.044,2.0,2.0,2.0,4.0,2.0
581,1.0,14.08,1.0,2.0,2.0,2.0,2.0
582,2.0,12.342,1.0,4.0,3.0,1.0,2.0
583,0.0,14.513,2.0,2.0,2.0,3.0,2.0
584,2.0,12.699,1.0,1.0,2.0,2.0,2.0
585,0.0,13.41,2.0,2.0,2.0,1.0,1.0
586,2.0,14.439,1.0,2.0,2.0,1.0,2.0
587,0.0,13.554,2.0,2.0,3.0,2.0,2.0
588,0.0,11.926,2.0,2.0,3.0,1.0,2.0
589,2.0,12.45,4.0,2.0,1.0,1.0,1.0
590,1.0,9.352,1.0,1.0,2.0,5.0,3.0
591,1.0,11.39,1.0,2.0,5.0,1.0,2.0
592,2.0,11.376,2.0,2.0,1.0,3.0,1.0
593,2.0,10.662,2.0,2.0,3.0,2.0,1.0
594,0.0,16.008,2.0,2.0,2.0,2.0,2.0
595,2.0,9.957,2.0,2.0,3.0,2.0,1.0
596,2.0,12.535,2.0,2.0,3.0,2.0,2.0
597,1.0,14.988,2.0,2.0,3.0,1.0,1.0
598,1.0,11.921,2.0,2.0,2.0,2.0,1.0
599,0.0,12.9,1.0,1.0,1.0,2.0,1.0
600,1.0,8.928,1.0,2.0,1.0,2.0,1.0
601,1.0,11.395,1.0,1.0,2.0,1.0,2.0
602,1.0,8.956,2.0,1.0,1.0,2.0,2.0
603,0.0,13.022,1.0,2.0,2.0,1.0,4.0
604,1.0,13.369,1.0,1.0,2.0,2.0,1.0
605,0.0,11.648,2.0,2.0,1.0,1.0,2.0
606,0.0,12.133,1.0,1.0,2.0,3.0,2.0
607,1.0,14.611,2.0,2.0,2.0,3.0,2.0
608,2.0,14.789,1.0,2.0,2.0,1.0,2.0
609,2.0,10.728,1.0,2.0,2.0,3.0,2.0
610,1.0,13.109,1.0,2.0,2.0,5.0,2.0
611,0.0,14.156,1.0,1.0,2.0,2.0,1.0
612,2.0,11.952,2.0,2.0,2.0,2.0,2.0
613,0.0,14.176,2.0,2.0,2.0,4.0,2.0
614,2.0,10.616,2.0,2.0,3.0,2.0,2.0
615,1.0,9.317,2.0,1.0,2.0,5.0,2.0
616,2.0,11.546,2.0,1.0,1.0,3.0,2.0
617,0.0,14.458,1.0,5.0,5.0,2.0,2.0
618,0.0,12.557,2.0,1.0,2.0,3.0,2.0
619,0.0,12.916,2.0,2.0,3.0,1.0,1.0
620,1.0,8.75,1.0,2.0,1.0,2.0,2.0
621,0.0,16.058,2.0,2.0,2.0,2.0,2.0
622,0.0,13.085,3.0,2.0,2.0,4.0,2.0
623,2.0,11.346,4.0,3.0,3.0,1.0,2.0
624,1.0,12.879,1.0,2.0,2.0,1.0,4.0
625,1.0,14.54,1.0,1.0,2.0,3.0,5.0
626,0.0,14.307,2.0,2.0,2.0,3.0,2.0
627,1.0,11.583,1.0,1.0,2.0,1.0,2.0
628,1.0,9.307,2.0,1.0,2.0,5.0,2.0
629,1.0,12.571,2.0,5.0,2.0,2.0,1.0
630,0.0,11.766,2.0,2.0,3.0,1.0,2.0
631,2.0,12.201,1.0,3.0,4.0,1.0,1.0
632,2.0,12.217,2.0,2.0,2.0,1.0,2.0
633,2.0,12.753,4.0,2.0,1.0,1.0,1.0
634,0.0,11.874,2.0,2.0,1.0,1.0,2.0
635,0.0,13.331,2.0,2.0,1.0,1.0,2.0
636,0.0,12.996,2.0,2.0,2.0,4.0,2.0
637,1.0,9.134,2.0,1.0,1.0,2.0,2.0
638,0.0,14.601,2.0,5.0,5.0,2.0,2.0
639,2.0,8.733,5.0,2.0,1.0,4.0,2.0
640,1.0,14.087,1.0,2.0,2.0,2.0,2.0
641,0.0,14.155,2.0,2.0,2.0,3.0,2.0
642,1.0,11.999,2.0,1.0,3.0,1.0,1.0
643,2.0,12.68,2.0,2.0,2.0,2.0,2.0
644,1.0,10.897,1.0,1.0,2.0,2.0,2.0
645,1.0,12.073,2.0,1.0,2.0,2.0,2.0
646,1.0,12.131,2.0,1.0,2.0,2.0,2.0
647,2.0,13.393,2.0,1.0,1.0,1.0,1.0
648,1.0,12.073,2.0,1.0,2.0,1.0,1.0
649,0.0,13.136,1.0,1.0,1.0,2.0,2.0
650,2.0,11.733,2.0,1.0,2.0,2.0,2.0
651,2.0,11.546,2.0,1.0,2.0,2.0,2.0
652,0.0,12.425,2.0,2.0,1.0,1.0,3.0
653,2.0,12.312,1.0,4.0,3.0,1.0,2.0
654,2.0,8.758,2.0,2.0,4.0,2.0,2.0
655,0.0,11.9,1.0,1.0,5.0,3.0,3.0
656,0.0,13.921,2.0,2.0,2.0,2.0,1.0
657,1.0,14.02,1.0,1.0,2.0,2.0,2.0
658,0.0,15.402,2.0,1.0,1.0,2.0,3.0
659,2.0,11.94,1.0,3.0,4.0,1.0,1.0
660,0.0,14.109,4.0,2.0,2.0,1.0,2.0
661,1.0,13.948,2.0,2.0,1.0,1.0,1.0
662,1.0,13.034,1.0,1.0,2.0,2.0,1.0
663,0.0,11.589,2.0,2.0,1.0,2.0,2.0
664,0.0,13.515,2.0,2.0,2.0,2.0,1.0
665,2.0,11.472,1.0,2.0,2.0,2.0,2.0
666,0.0,13.95,1.0,2.0,2.0,2.0,3.0
667,1.0,13.369,2.0,1.0,2.0,2.0,2.0
668,0.0,13.657,2.0,2.0,2.0,1.0,1.0
669,0.0,15.391,2.0,2.0,2.0,2.0,2.0
670,1.0,7.601,2.0,1.0,2.0,2.0,1.0
671,2.0,11.908,1.0,1.0,2.0,2.0,1.0
672,2.0,12.002,2.0,2.0,2.0,2.0,1.0
673,2.0,12.084,3.0,2.0,2.0,3.0,2.0
674,0.0,13.05,2.0,2.0,2.0,2.0,1.0
675,0.0,15.345,1.0,2.0,2.0,2.0,5.0
676,2.0,12.308,2.0,1.0,2.0,2.0,1.0
677,2.0,11.852,2.0,1.0,2.0,2.0,2.0
678,2.0,10.529,2.0,1.0,2.0,2.0,2.0
679,2.0,14.0,2.0,2.0,2.0,1.0,2.0
680,0.0,12.689,1.0,3.0,2.0,2.0,3.0
681,0.0,13.987,4.0,2.0,2.0,1.0,2.0
682,1.0,7.106,2.0,1.0,2.0,2.0,1.0
683,2.0,11.44,2.0,1.0,5.0,1.0,1.0
684,0.0,12.243,1.0,2.0,1.0,4.0,3.0
685,2.0,12.48,4.0,5.0,4.0,4.0,4.0
686,1.0,11.333,1.0,1.0,2.0,2.0,3.0
687,1.0,13.237,5.0,1.0,5.0,1.0,3.0
688,1.0,12.851,2.0,1.0,2.0,2.0,3.0
689,1.0,14.274,2.0,2.0,2.0,3.0,2.0
690,2.0,13.494,2.0,2.0,1.0,2.0,2.0
691,0.0,12.564,2.0,2.0,1.0,1.0,3.0
692,2.0,14.296,2.0,2.0,2.0,1.0,2.0
693,1.0,12.814,2.0,5.0,2.0,2.0,1.0
694,0.0,12.236,1.0,1.0,5.0,4.0,3.0
695,2.0,12.342,2.0,2.0,2.0,2.0,2.0
696,2.0,12.015,1.0,2.0,2.0,2.0,2.0
697,2.0,13.834,2.0,2.0,1.0,2.0,2.0
698,2.0,12.434,4.0,5.0,4.0,4.0,4.0
699,1.0,12.092,2.0,2.0,2.0,1.0,1.0
700,1.0,8.102,1.0,2.0,1.0,2.0,2.0
701,2.0,11.882,2.0,2.0,2.0,3.0,3.0
702,0.0,13.049,1.0,1.0,2.0,3.0,2.0
703,0.0,12.602,1.0,1.0,4.0,3.0,3.0
704,0.0,12.953,2.0,1.0,2.0,1.0,2.0
705,2.0,11.517,2.0,2.0,3.0,3.0,1.0
706,1.0,13.22,2.0,1.0,2.0,2.0,2.0
707,0.0,13.402,2.0,2.0,2.0,1.0,1.0
708,0.0,13.878,1.0,2.0,2.0,2.0,3.0
709,1.0,11.948,1.0,2.0,1.0,1.0,1.0
710,1.0,10.889,4.0,4.0,2.0,1.0,2.0
711,0.0,13.157,2.0,1.0,2.0,2.0,2.0
712,2.0,11.314,2.0,4.0,1.0,2.0,2.0
713,1.0,13.574,2.0,1.0,2.0,2.0,1.0
714,1.0,11.743,2.0,1.0,2.0,2.0,2.0
715,0.0,12.835,2.0,2.0,2.0,5.0,1.0
716,2.0,13.685,1.0,1.0,3.0,2.0,2.0
717,1.0,11.402,2.0,2.0,1.0,1.0,2.0
718,2.0,11.457,4.0,3.0,2.0,1.0,2.0
719,0.0,13.277,2.0,2.0,2.0,3.0,2.0
720,1.0,12.264,2.0,2.0,2.0,1.0,2.0
721,0.0,12.991,1.0,1.0,2.0,3.0,2.0
722,0.0,13.893,2.0,2.0,1.0,1.0,2.0
723,0.0,12.663,2.0,3.0,2.0,1.0,1.0
724,2.0,12.571,2.0,1.0,2.0,4.0,3.0
725,0.0,11.827,1.0,2.0,2.0,1.0,2.0
726,1.0,11.385,1.0,1.0,2.0,1.0,2.0
727,1.0,12.159,2.0,1.0,5.0,2.0,5.0
728,1.0,12.476,2.0,1.0,2.0,1.0,1.0
729,2.0,11.625,2.0,1.0,5.0,1.0,1.0
730,0.0,11.888,1.0,1.0,5.0,3.0,3.0
731,2.0,11.338,2.0,4.0,1.0,2.0,2.0
732,0.0,11.747,1.0,3.0,2.0,1.0,1.0
733,1.0,11.89,2.0,2.0,2.0,1.0,2.0
734,1.0,12.843,2.0,1.0,2.0,2.0,1.0
735,2.0,11.711,1.0,3.0,4.0,1.0,1.0
736,2.0,11.38,2.0,1.0,1.0,3.0,2.0
737,2.0,11.627,4.0,3.0,2.0,1.0,2.0
738,2.0,11.919,2.0,2.0,2.0,2.0,2.0
739,0.0,13.632,2.0,3.0,1.0,1.0,2.0
740,2.0,12.047,1.0,2.0,2.0,1.0,1.0
741,0.0,14.029,2.0,2.0,3.0,1.0,2.0
742,2.0,11.46,1.0,2.0,1.0,2.0,1.0
743,0.0,12.08,2.0,2.0,1.0,4.0,3.0
744,1.0,13.659,1.0,1.0,2.0,2.0,2.0
745,1.0,14.862,1.0,2.0,2.0,3.0,5.0
746,0.0,12.717,2.0,2.0,2.0,3.0,2.0
747,0.0,13.766,1.0,3.0,2.0,2.0,2.0
748,0.0,13.318,2.0,2.0,2.0,1.0,1.0
749,0.0,13.767,2.0,2.0,2.0,1.0,1.0
750,2.0,11.694,1.0,3.0,4.0,1.0,1.0
751,0.0,12.751,1.0,3.0,2.0,2.0,3.0
752,1.0,12.159,2.0,2.0,2.0,2.0,1.0
753,1.0,12.58,2.0,5.0,2.0,2.0,1.0
754,0.0,13.571,2.0,2.0,2.0,1.0,1.0
755,1.0,8.979,2.0,1.0,1.0,2.0,2.0
756,1.0,13.898,1.0,2.0,2.0,2.0,2.0
757,0.0,12.265,1.0,2.0,1.0,4.0,3.0
758,1.0,12.149,2.0,2.0,3.0,1.0,2.0
759,1.0,12.924,2.0,1.0,2.0,2.0,1.0
760,1.0,11.516,2.0,1.0,2.0,1.0,1.0
761,1.0,8.985,2.0,1.0,1.0,2.0,2.0
762,0.0,13.731,2.0,2.0,2.0,2.0,1.0
763,0.0,13.05,2.0,3.0,2.0,2.0,2.0
764,0.0,12.124,2.0,2.0,3.0,1.0,2.0
765,1.0,14.697,1.0,2.0,2.0,3.0,5.0
766,2.0,14.134,2.0,2.0,1.0,2.0,2.0
767,1.0,11.424,2.0,3.0,2.0,2.0,1.0
768,0.0,12.145,1.0,2.0,1.0,4.0,3.0
769,1.0,12.341,2.0,1.0,5.0,2.0,5.0
770,1.0,12.34,2.0,1.0,2.0,2.0,2.0
771,0.0,12.417,1.0,3.0,2.0,2.0,3.0
772,2.0,12.209,3.0,2.0,2.0,3.0,2.0
773,1.0,10.824,4.0,4.0,2.0,1.0,2.0
774,1.0,11.909,1.0,3.0,1.0,1.0,1.0
775,1.0,11.973,3.0,3.0,2.0,2.0,3.0
776,0.0,13.302,2.0,2.0,2.0,2.0,1.0
777,1.0,13.076,2.0,1.0,2.0,1.0,1.0
778,1.0,11.354,4.0,2.0,2.0,2.0,4.0
779,2.0,12.19,1.0,2.0,2.0,2.0,2.0
780,0.0,15.549,2.0,2.0,2.0,2.0,2.0
781,0.0,12.471,2.0,1.0,1.0,2.0,1.0
782,2.0,12.835,2.0,1.0,2.0,2.0,3.0
783,1.0,13.132,1.0,1.0,2.0,2.0,1.0
784,2.0,10.582,1.0,2.0,2.0,3.0,2.0
785,2.0,14.508,2.0,2.0,2.0,1.0,2.0
786,1.0,11.476,1.0,2.0,1.0,1.0,1.0
787,2.0,12.562,4.0,2.0,1.0,1.0,1.0
788,2.0,10.695,2.0,1.0,3.0,2.0,1.0
789,2.0,11.45,2.0,2.0,3.0,3.0,1.0
790,0.0,12.295,1.0,2.0,1.0,4.0,4.0
791,1.0,12.041,2.0,1.0,2.0,1.0,2.0
792,0.0,13.175,2.0,2.0,3.0,2.0,2.0
793,2.0,12.101,2.0,2.0,2.0,2.0,1.0
794,0.0,13.345,2.0,2.0,3.0,2.0,2.0
795,1.0,13.646,2.0,1.0,2.0,2.0,1.0
796,1.0,13.823,2.0,2.0,1.0,2.0,1.0
797,0.0,11.577,1.0,2.0,1.0,1.0,1.0
798,2.0,12.025,2.0,2.0,2.0,2.0,2.0
799,1.0,11.224,2.0,2.0,1.0,1.0,2.0
800,1.0,14.383,2.0,2.0,1.0,1.0,1.0
801,1.0,11.81,1.0,1.0,3.0,1.0,1.0
802,0.0,13.551,2.0,3.0,2.0,2.0,2.0
803,1.0,14.718,2.0,2.0,3.0,1.0,1.0
804,1.0,11.458,1.0,1.0,2.0,2.0,3.0
805,1.0,13.56,2.0,3.0,2.0,2.0,2.0
806,0.0,15.43,1.0,1.0,2.0,2.0,1.0
807,1.0,12.68,2.0,1.0,2.0,2.0,2.0
808,1.0,13.534,1.0,2.0,4.0,2.0,1.0
809,0.0,13.16,2.0,1.0,1.0,2.0,1.0
810,1.0,11.628,1.0,1.0,2.0,1.0,2.0
811,1.0,11.341,1.0,1.0,2.0,2.0,3.0
812,0.0,12.133,2.0,2.0,2.0,3.0,1.0
813,2.0,13.283,2.0,1.0,1.0,1.0,1.0
814,1.0,14.91,2.0,2.0,2.0,3.0,2.0
815,0.0,12.733,2.0,2.0,2.0,2.0,2.0
816,0.0,12.244,1.0,1.0,2.0,3.0,2.0
817,2.0,11.985,2.0,2.0,2.0,2.0,2.0
818,1.0,11.725,1.0,2.0,5.0,1.0,2.0
819,1.0,12.4,2.0,5.0,2.0,2.0,2.0
820,1.0,11.437,2.0,3.0,2.0,1.0,2.0
821,1.0,14.646,1.0,2.0,2.0,3.0,5.0
822,0.0,13.27,2.0,3.0,2.0,3.0,2.0
823,1.0,11.713,2.0,1.0,2.0,1.0,1.0
824,0.0,12.414,1.0,1.0,5.0,3.0,3.0
825,1.0,11.377,1.0,3.0,2.0,2.0,2.0
826,2.0,10.814,2.0,1.0,2.0,2.0,2.0
827,1.0,13.155,1.0,1.0,2.0,2.0,1.0
828,0.0,12.377,1.0,1.0,4.0,2.0,3.0
829,0.0,13.326,2.0,2.0,2.0,1.0,1.0
830,0.0,12.688,2.0,2.0,2.0,4.0,2.0
831,0.0,13.379,2.0,2.0,2.0,1.0,5.0
832,0.0,12.522,2.0,1.0,1.0,3.0,2.0
833,2.0,11.191,2.0,1.0,5.0,2.0,1.0
834,0.0,13.272,2.0,3.0,2.0,2.0,1.0
835,2.0,8.805,2.0,2.0,4.0,2.0,2.0
836,0.0,12.558,1.0,1.0,5.0,3.0,4.0
837,2.0,12.327,2.0,2.0,2.0,3.0,3.0
838,0.0,12.322,2.0,1.0,2.0,1.0,2.0
839,1.0,13.539,2.0,1.0,1.0,2.0,1.0
840,1.0,13.083,1.0,1.0,1.0,2.0,1.0
841,1.0,14.312,2.0,2.0,1.0,2.0,1.0
842,2.0,10.263,3.0,2.0,2.0,2.0,1.0
843,2.0,10.203,2.0,1.0,3.0,1.0,1.0
844,2.0,11.132,2.0,4.0,1.0,2.0,2.0
845,0.0,13.254,2.0,2.0,2.0,2.0,1.0
846,1.0,11.935,2.0,1.0,2.0,1.0,2.0
847,1.0,11.376,3.0,2.0,2.0,2.0,3.0
848,1.0,11.299,1.0,2.0,2.0,1.0,2.0
849,1.0,11.672,1.0,1.0,2.0,1.0,3.0
850,0.0,15.596,2.0,2.0,2.0,3.0,2.0
851,2.0,13.286,3.0,1.0,2.0,4.0,3.0
852,2.0,12.263,3.0,2.0,2.0,3.0,2.0
853,0.0,12.13,2.0,2.0,2.0,3.0,2.0
854,2.0,12.373,2.0,2.0,3.0,3.0,1.0
855,0.0,13.024,2.0,2.0,2.0,1.0,1.0
856,0.0,13.547,2.0,2.0,2.0,1.0,1.0
857,1.0,14.025,2.0,2.0,1.0,2.0,2.0
858,1.0,14.021,1.0,2.0,2.0,3.0,5.0
859,1.0,12.374,2.0,2.0,2.0,2.0,1.0
860,2.0,11.629,1.0,2.0,1.0,2.0,1.0
861,0.0,12.472,1.0,1.0,5.0,3.0,3.0
862,0.0,12.944,2.0,1.0,2.0,2.0,2.0
863,2.0,11.218,2.0,1.0,1.0,3.0,2.0
864,1.0,12.153,1.0,2.0,5.0,1.0,2.0
865,1.0,12.499,2.0,2.0,2.0,2.0,1.0
866,0.0,12.343,2.0,2.0,1.0,3.0,2.0
867,1.0,13.382,1.0,1.0,2.0,3.0,1.0
868,0.0,14.068,2.0,2.0,3.0,2.0,1.0
869,0.0,12.854,2.0,2.0,2.0,4.0,2.0
870,2.0,15.196,2.0,2.0,2.0,1.0,2.0
871,0.0,13.278,2.0,2.0,2.0,4.0,3.0
872,2.0,11.783,2.0,2.0,2.0,3.0,3.0
873,1.0,13.336,1.0,1.0,2.0,2.0,2.0
874,0.0,13.812,2.0,2.0,2.0,2.0,1.0
875,0.0,12.859,3.0,1.0,3.0,1.0,1.0
876,0.0,12.668,2.0,1.0,2.0,1.0,2.0
877,0.0,13.595,2.0,2.0,3.0,2.0,2.0
878,1.0,12.852,2.0,2.0,2.0,3.0,2.0
879,2.0,14.791,2.0,2.0,2.0,1.0,2.0
880,0.0,12.04,2.0,2.0,2.0,3.0,2.0
881,0.0,11.632,2.0,2.0,3.0,1.0,2.0
882,1.0,14.951,2.0,2.0,2.0,3.0,2.0
883,1.0,15.001,2.0,2.0,2.0,3.0,2.0
884,2.0,14.303,1.0,1.0,3.0,2.0,2.0
885,1.0,12.076,1.0,1.0,2.0,2.0,2.0
886,1.0,12.991,1.0,1.0,2.0,2.0,1.0
887,0.0,13.253,2.0,2.0,2.0,2.0,1.0
888,1.0,12.699,2.0,5.0,2.0,2.0,1.0
889,0.0,13.233,2.0,1.0,2.0,2.0,2.0
890,1.0,14.15,2.0,2.0,1.0,2.0,1.0
891,1.0,15.458,2.0,1.0,3.0,4.0,2.0
892,0.0,12.955,2.0,1.0,2.0,2.0,2.0
893,1.0,13.796,1.0,2.0,2.0,2.0,2.0
894,1.0,14.129,1.0,2.0,2.0,2.0,2.0
895,2.0,11.744,4.0,3.0,2.0,1.0,2.0
896,2.0,10.745,3.0,2.0,2.0,2.0,1.0
897,0.0,11.698,2.0,2.0,1.0,1.0,2.0
898,0.0,12.345,1.0,3.0,2.0,2.0,3.0
899,1.0,12.309,2.0,1.0,3.0,2.0,1.0
900,0.0,13.981,2.0,3.0,2.0,2.0,1.0
901,0.0,12.503,2.0,2.0,2.0,2.0,2.0
902,1.0,13.286,2.0,1.0,2.0,1.0,2.0
903,2.0,12.593,1.0,1.0,2.0,2.0,1.0
904,1.0,13.504,1.0,1.0,2.0,2.0,2.0
905,0.0,12.7,2.0,1.0,2.0,1.0,2.0
906,0.0,13.47,2.0,3.0,2.0,2.0,2.0
907,1.0,12.127,3.0,2.0,2.0,2.0,1.0
908,1.0,13.679,1.0,2.0,2.0,2.0,2.0
909,1.0,12.146,3.0,2.0,2.0,2.0,1.0
910,1.0,13.203,1.0,2.0,3.0,2.0,1.0
911,2.0,11.835,1.0,3.0,3.0,2.0,2.0
912,1.0,10.756,4.0,3.0,1.0,1.0,2.0
913,0.0,14.045,2.0,2.0,2.0,3.0,2.0
914,1.0,11.555,1.0,1.0,2.0,1.0,2.0
915,2.0,11.917,1.0,3.0,4.0,1.0,1.0
916,0.0,11.854,2.0,3.0,2.0,1.0,2.0
917,2.0,11.979,2.0,1.0,1.0,2.0,3.0
918,2.0,12.382,4.0,5.0,4.0,4.0,4.0
919,1.0,13.12,5.0,1.0,5.0,2.0,3.0
920,1.0,11.011,3.0,4.0,2.0,1.0,2.0
921,0.0,13.501,1.0,2.0,2.0,2.0,2.0
922,2.0,11.356,2.0,2.0,1.0,3.0,2.0
923,2.0,11.436,2.0,2.0,1.0,3.0,2.0
924,0.0,13.088,2.0,2.0,2.0,1.0,1.0
925,0.0,13.109,3.0,1.0,3.0,1.0,1.0
